statement,cluster,tsne_1,tsne_2,cluster_size,cluster_keywords,cluster_coherence
ChatGPT improves code generation and optimization efficiency in software engineering.,5,-24.967827,33.349926,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AI interaction models enhance human-AI communication by structuring turn-taking and contribution types in co-creative systems.,2,-7.3640943,8.617833,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Global AI explanations alone are more efficient for identifying false positive and negative recommendations.,1,13.823564,-16.472866,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"Casual conversational style in chatbot surveys decreases satisficing, improving response differentiation.",4,-3.4754548,23.611347,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Presenting AI model uncertainty in a frequency format helps users adjust their reliance and reduces confirmation bias.,1,31.748049,-17.90251,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
The Mix & Match Machine Learning toolkit enhances design students' learning and ideation by providing tangible tokens and a web interface to explore ML capabilities.,5,-25.017395,-9.276049,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AI contributes to group decision-making but remains secondary due to its limited ability to follow dynamic discussions.,2,17.628105,3.563021,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
People with and without AI backgrounds show unwarranted faith in numerical data for different reasons.,3,33.847267,-4.284727,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"The AI-driven sensing module effectively activates the intervention without frustrating users, even with false-positive attentive state detections.",0,-4.651301,-1.9814109,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Dynamic audience selection (DAS) controls increase user confidence in content sharing by enhancing expressiveness and customizability.,4,-10.922036,21.42643,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
ForSense enhances online research by integrating multiple stages of the process.,5,-47.08825,-24.239126,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
The AI system's ad timing choice impacts user experience more than allowing user choice.,3,27.171196,14.600596,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
PANDALens reduces user effort in documentation through the use of Large Language Models.,5,-36.295498,-19.994635,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Participants used AI accuracy in familiar tasks to dynamically calibrate trust during unfamiliar tasks.,3,24.395973,-12.117671,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Participants felt negatively towards content creators when AI was perceived to be involved in the creation process.,3,31.756948,22.516016,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
ChatGPT influences career prospects of IT and Computer Science graduates by affecting job automation and displacement.,4,-25.108492,35.150173,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"The PDE technique offers high robustness to hand orientation and depth variations, enhancing accuracy in personal usage applications.",5,-41.05199,31.720255,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Increasing awareness of possible performance disparities in machine learning models decreases over-reliance under covariate shift.,6,37.664337,-12.365539,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI augments human creativity in design collaborations.,7,-27.473713,2.378678,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
"AAR/AI participants located significantly more bugs than non-AAR/AI participants, showing greater recall and precision.",0,-3.4600112,-46.227936,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI interaction guidelines enhance user experience when adhered to during optimal AI performance.,0,-7.212473,-6.9378533,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
The LLM-based chatbot app enhances user motivation by proactively recommending actions towards personal goals based on contextual factors.,4,-15.765624,22.567226,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
"The device, using AI, increases overall playfulness and engagement during gameplay.",7,-22.558008,14.93232,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
User trust in AI systems remains unaffected by task complexity and uncertainty.,3,29.986254,-2.1248708,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Intelligent agents using experience information achieve higher accuracy in causality understanding compared to conventional approaches.,6,5.4909844,10.040035,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Context-based notifications increase user engagement by prompting timely responses and data logging in weight maintenance apps.,4,-14.742708,20.829746,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Non-expert users improved understanding of aleatoric and epistemic uncertainty by using larger or more varied training sets.,6,34.093395,-17.364338,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Human-AI collaborative editing systems improve the efficiency of producing descriptive alt text for scientific figures.,7,-24.432636,10.605349,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Games reduce participant fatigue in AI system testing by providing engaging narrative and systems context.,2,-6.897746,13.298645,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Generative AI in design challenges internalized biases by highlighting societal norms and personal biases.,7,-24.624784,2.1017365,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
Participants are more likely to follow AI suggestions when given longer final decision time.,2,23.912073,11.048061,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
